,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
263, Không,0, MS295919,,None,Nam,0, 58 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11082/01a7faa2fc5f55010c4e13.jpg, Có," Bán căn hộ FPT Plaza 2pn Full Nội thất, sổ hồng lâu dài - 1ty550. LH 0905.31.89.88", Không,1550000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,"Bán căn hộ FPT Plaza 2pn Full Nội thất, sổ hồng lâu dài - 1ty550. LH 0905.31.89.88",0,https://nhadat24h.net.vn/du-an/ban-can-ho-fpt-plaza-2pn-full-noi-that-so-hong-lau-dai-1ty550-lh-0905318988/295919, 58 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
264, Không,0, MS295935,,None,Nam,0, 74 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/10949/2df10257ffab56f50fba-1.jpg, Có," Bán lỗ Căn góc 2pn view đẹp FPT Plaza2, rộng đến 74m2. LH 0905.31.89.88", Không,1800000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,"Bán lỗ Căn góc 2pn view đẹp FPT Plaza2, rộng đến 74m2. LH 0905.31.89.88",0,https://nhadat24h.net.vn/du-an/ban-lo-can-goc-2pn-view-dep-fpt-plaza2-rong-den-74m2-lh-0905318988/295935, 74 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
265, Có,2 pn, MS295933,,None,,2 t, 84 m,Sổ Hồng, Có, 18 m,https://nhadat24h.net.vn/storage/product/6406/z4976042294353-8571e4ec41d71422360bb88ae80e71a2.jpg, Có, Bán Nhà Mặt Tiền Sát Bên Vincom Lê Văn Việt 84m2 Chỉ 6 Tỷ 500, Không,6500000000, 7 m,"Đường Lê Văn Việt, Tăng Nhơn Phú B", Không,Bán Nhà Mặt Tiền Sát Bên Vincom Lê Văn Việt 84m2 Chỉ 6 Tỷ 500,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-sat-ben-vincom-le-van-viet-84m2-chi-6-ty-500/295933, 84 m, 4.7 m,Tăng Nhơn Phú B,9,Hồ Chí Minh,None
266, Có,4 pn, MS295930,,None,,6 t, 70 m,Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/15603/z4972429655689-28f053cf89d872b1055eb1af28b41c48-1.jpg, Có," SIÊU PHẨM QUẬN 5-CHỦ GẤP BÁN GIẢM 3TỶ - CHỈ CÒN 22TỶ 
+ Siêu phẩm Quận 5, VỊ TRÍ CỰC KỲ ĐẮC ĐỊA, đỉnh của đỉnh, giáp Q1, Q3", Không,21000000000, 10 m,"Đường An Dương Vương, 3", Không,"SIÊU PHẨM QUẬN 5-CHỦ GẤP BÁN GIẢM 3TỶ - CHỈ CÒN 22TỶ 
+ Siêu phẩm Quận 5, VỊ TRÍ CỰC KỲ ĐẮC ĐỊA, đỉnh của đỉnh, giáp Q1, Q3",0,https://nhadat24h.net.vn/du-an/sieu-pham-quan-5-chu-gap-ban-giam-3ty-chi-con-22ty-sieu-pham-quan-5-vi-tri-cuc-ky-dac-dia-dinh-cua-dinh-giap-q1-q3/295930, 70 m, 0 m,03,5,Hồ Chí Minh,An Dương Vương
267, Có,4 pn, MS295923,,None,,4 t, 38 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/15873/img-4152-1691213164256.jpg, Có," Bán Nhà Kim Quan Cạnh KĐT Việt Hưng 38 m2 x 4T, SĐCC, ngõ ôtô, 3.5 tỷ", Không,3500000000, 3 m,"Đường 1, Việt Hưng", Không,"Bán Nhà Kim Quan Cạnh KĐT Việt Hưng 38 m2 x 4T, SĐCC, ngõ ôtô, 3.5 tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-kim-quan-canh-kdt-viet-hung-38-m2-x-4t-sdcc-ngo-oto-35-ty/295923, 38 m, 3.5 m,Việt Hưng,Long Biên,Hà Nội,None
268, Có,1 pn, MS295936,,None,,1 t, 120 m,Sổ Đỏ, Có, 17 m,https://nhadat24h.net.vn/storage/product/14750/z4975840965348-65313e4cb15939f432cf8a7709e1bc06.jpg, Có," Mặt đường Chính Trung, Trâu Quỳ, vỉa hè rộng, Kd tốt dân cư đông đúc 120m, mặt: 7m, 12 tỷ 9", Không,12900000000, 20 m,"Đường Nguyễn Khiêm Ích, Trâu Quỳ", Không,"Mặt đường Chính Trung, Trâu Quỳ, vỉa hè rộng, Kd tốt dân cư đông đúc 120m, mặt: 7m, 12 tỷ 9",0,https://nhadat24h.net.vn/du-an/mat-duong-chinh-trung-trau-quy-via-he-rong-kd-tot-dan-cu-dong-duc-120m-mat-7m-12-ty-9/295936, 120 m, 7 m,None,Gia Lâm,Hà Nội,None
269, Không,0, MS295961,,"Quý khách quan tâm dự án FPT, căn hộ FPT Plaza hãy liên hệ:",Bắc,0, 144 m,Sổ Đỏ, Không, 24 m,https://nhadat24h.net.vn/storage/product/11121/150d3f7dc88161df3890-1.jpg, Không, TỐT NHẤT: Bán đất FPT Đà Nẵng 144m2 giá bao rẻ. Liên hệ: 0905.31.89.88, Không,3350000000, 8 m,"Đường , Hòa Hải", Không,TỐT NHẤT: Bán đất FPT Đà Nẵng 144m2 giá bao rẻ. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/tot-nhat-ban-dat-fpt-da-nang-144m2-gia-bao-re-lien-he-0905318988/295961, 144 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
271, Không,0, MS295939,,None,Đông,0, 42 m,Sổ Đỏ, Không, 11 m,https://nhadat24h.net.vn/storage/product/16015/z4189239869873-ef5bdd11ec25329309631f0121a90920.jpg, Không," bán 42,9m đất biên giang hà đông chính chủ làm việc ngay QL6", Không,1250000000, 5 m,"Đường 6, Biên Giang", Không,"bán 42,9m đất biên giang hà đông chính chủ làm việc ngay QL6",0,https://nhadat24h.net.vn/du-an/ban-429m-dat-bien-giang-ha-dong-chinh-chu-lam-viec-ngay-ql6/295939, 42 m, 4 m,Biên Giang,Hà Đông,Hà Nội,Quốc lộ 6
272, Có,1 pn, MS295963,,None,,1 t, 5009 m,Sổ Đỏ, Không, 1 m,https://nhadat24h.net.vn/storage/product/16604/406760670-2714570652030640-4724418973163197097-n-7.jpg, Không, CẮT LỖ LÔ ĐẤT LÔ 37 SIÊU HOT LÀM HOMESTAY HẾT NƯỚC CHẤM, Không,0, 1 m,"Đường 25B, Măng Đen", Không,CẮT LỖ LÔ ĐẤT LÔ 37 SIÊU HOT LÀM HOMESTAY HẾT NƯỚC CHẤM,0,https://nhadat24h.net.vn/du-an/cat-lo-lo-dat-lo-37-sieu-hot-lam-homestay-het-nuoc-cham/295963, 5009 m, 1 m,None,Kon Plông,Kon Tum,None
274, Không,3 pn, MS295965,,None,,4 t, 68 m,Sổ Đỏ, Có, 14 m,https://nhadat24h.net.vn/storage/product/9271/ban-nha-tan-binh-nguyen-trong-tuyen-1-8.jpg, Có, BÁN NHÀ TÂN BÌNH HXH 62M2 NGANG 4M 3 TẦNG 4 PN SÁT MẶT TIỀN TÂN CANH  6.3 TỶ., Không,6360000000, 1 m,"Đường Tân Canh, 1", Không,BÁN NHÀ TÂN BÌNH HXH 62M2 NGANG 4M 3 TẦNG 4 PN SÁT MẶT TIỀN TÂN CANH  6.3 TỶ.,0,https://nhadat24h.net.vn/du-an/ban-nha-tan-binh-hxh-62m2-ngang-4m-3-tang-4-pn-sat-mat-tien-tan-canh-63-ty/295965, 68 m, 5 m,01,Tân Bình,Hồ Chí Minh,Tân Canh
275, Có,5 pn, MS295964,,# LH ngay Bình 0913 887799 để xem nhà . Cam kết thông tin và hình ảnh chuẩn 100%,,4 t, 52 m,Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/14894/383849049-24706091512323265-2873607016107704624-n.jpg, Có," Bán Nhà Siêu Đẹp Full Nội Thất Xịn 5 Tầng Phạm Văn Chiêu- HXH- 52m2- Ngang 5,2m- Chỉ 8,5 Tỷ", Không,8500000000, 5 m,"Đường Phạm Văn Chiêu, 14", Không,"Bán Nhà Siêu Đẹp Full Nội Thất Xịn 5 Tầng Phạm Văn Chiêu- HXH- 52m2- Ngang 5,2m- Chỉ 8,5 Tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-sieu-dep-full-noi-that-xin-5-tang-pham-van-chieu-hxh-52m2-ngang-52m-chi-85-ty/295964, 52 m, 5.2 m,14,Gò Vấp,Hồ Chí Minh,Phạm Văn Chiêu
276, Không,0, MS295968,,None,Bắc,0, 102 m,Sổ Đỏ, Không, 17 m,https://nhadat24h.net.vn/storage/product/16857/150d3f7dc88161df3890.jpg, Không, Cần bán nhanh lô đất tại FPT Đà Nẵng - Giá cực kỳ hấp dẫn. Liên hệ: 0905.31.89.88, Không,2700000000, 8 m,"Đường , Hòa Hải", Không,Cần bán nhanh lô đất tại FPT Đà Nẵng - Giá cực kỳ hấp dẫn. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/can-ban-nhanh-lo-dat-tai-fpt-da-nang-gia-cuc-ky-hap-dan-lien-he-0905318988/295968, 102 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
279, Không,0, MS295942,,None,Đông Bắc,0, 112 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16678/1-6.jpg, Không, CHỦ CẮT LỖ CẦN RA GẤP 1 LÔ ĐẤT 2  MẶT TIỀN HÒA TRUNG GIÁ 1Ty750, Không,1750000000, 1 m,"Đường 10, Vĩnh Hòa", Không,CHỦ CẮT LỖ CẦN RA GẤP 1 LÔ ĐẤT 2  MẶT TIỀN HÒA TRUNG GIÁ 1Ty750,0,https://nhadat24h.net.vn/du-an/chu-cat-lo-can-ra-gap-1-lo-dat-2-mat-tien-hoa-trung-gia-1ty750/295942, 112 m, 8 m,Vĩnh Hòa,None,Khánh Hòa,23/10
282, Không,0, MS295946,,None,Bắc,0, 288 m,Sổ Đỏ, Không, 24 m,https://nhadat24h.net.vn/storage/product/11149/98871a38ecc4459a1cd5-3.jpg, Không, Bán 288m2 (12mx24m) đất biệt thự FPT Đà Nẵng giá 6.4 tỷ.Liên hệ: 0905.31.89.88, Không,6400000000, 8 m,"Đường , Hòa Hải", Không,Bán 288m2 (12mx24m) đất biệt thự FPT Đà Nẵng giá 6.4 tỷ.Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-288m2-12mx24m-dat-biet-thu-fpt-da-nang-gia-64-tylien-he-0905318988/295946, 288 m, 12 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
283, Không,0, MS295947,,"Quý khách quan tâm dự án FPT, căn hộ FPT Plaza hãy liên hệ:",Bắc,0, 102 m,Sổ Đỏ, Không, 17 m,https://nhadat24h.net.vn/storage/product/16862/7fe62d1cdbe072be2bf1-2.jpg, Không, Bán đất FPT sát Đại học FPT Đà Nẵng giá chỉ 2.5 tỷ. Liên hệ: 0905.31.89.88, Không,2500000000, 8 m,"Đường , Hòa Hải", Không,Bán đất FPT sát Đại học FPT Đà Nẵng giá chỉ 2.5 tỷ. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-dat-fpt-sat-dai-hoc-fpt-da-nang-gia-chi-25-ty-lien-he-0905318988/295947, 102 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
284, Không,0, MS295948,,- Liên hệ: Mr Hảo 0902669004 - 0984972839,Đông Bắc,0, 77 m,Sổ Hồng, Không, 20 m,https://nhadat24h.net.vn/storage/product/11662/z4501904527489-63f405bbe764dd479068ad9ef92c1799-1.jpg, Không," Bán Lô Đất Hẻm Xe Hơi 104 Quốc Lộ 13 Cũ, Hiệp Bình Phước, Thành Phố Thủ Đức", Không,4500000000, 4 m,"Đường Quốc Lộ 13, Hiệp Bình Phước", Không,"Bán Lô Đất Hẻm Xe Hơi 104 Quốc Lộ 13 Cũ, Hiệp Bình Phước, Thành Phố Thủ Đức",0,https://nhadat24h.net.vn/du-an/ban-lo-dat-hem-xe-hoi-104-quoc-lo-13-cu-hiep-binh-phuoc-thanh-pho-thu-duc/295948, 77 m, 4 m,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,None
286, Không,0, MS295951,,None,Nam,0, 69 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11128/3e5cd159d7a47efa27b515jpg-bak-638375444598712529jpg-bak-638375452347452757.jpg, Có, Bán căn hộ góc FPT Plaza 1 VIEW BIỂN - Full Nội Thất. LH 0905.31.89.88, Không,1880000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,Bán căn hộ góc FPT Plaza 1 VIEW BIỂN - Full Nội Thất. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-can-ho-goc-fpt-plaza-1-view-bien-full-noi-that-lh-0905318988/295951, 69 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
287, Không,0, MS295953,,None,Bắc,0, 144 m,Sổ Đỏ, Không, 24 m,https://nhadat24h.net.vn/storage/product/16870/9b0b956c97903ece678187jpg-bak-638375456098120161.jpg, Không, Bán đất FPT giá tốt đa dạng diện tích từ 144m2. LH 0905.31.89.88, Không,3300000000, 8 m,"Đường , Hòa Hải", Không,Bán đất FPT giá tốt đa dạng diện tích từ 144m2. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-dat-fpt-gia-tot-da-dang-dien-tich-tu-144m2-lh-0905318988/295953, 144 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
288, Có,4 pn, MS295950,,None,,4 t, 63 m,Sổ Đỏ, Có, 13.2 m,https://nhadat24h.net.vn/storage/product/14994/z4900988848915-5c045571127d6d42fcf88062d3694f7a.jpg, Có, BÁN NHÀ HẺM XE HƠI ĐINH TIÊN HOÀNG 4 TẦNG MỚI ĐẸP 5 PN NHỈNH 7T, Không,0, 5 m,"Đường Đinh Tiên Hoàng, 3", Không,BÁN NHÀ HẺM XE HƠI ĐINH TIÊN HOÀNG 4 TẦNG MỚI ĐẸP 5 PN NHỈNH 7T,0,https://nhadat24h.net.vn/du-an/ban-nha-hem-xe-hoi-dinh-tien-hoang-4-tang-moi-dep-5-pn-nhinh-7t/295950, 63 m, 4.66 m,03,Bình Thạnh,Hồ Chí Minh,Đinh Tiên Hoàng
289, Có,3 pn, MS295956,,"+Thiết kế nhà gốm: 1 phòng khách rộng, 1 ngủ, 1 bếp, 1 vệ sinh. Có cửa sổ thoáng sáng.",,2 t, 45 m,Sổ Đỏ, Có, 8 m,https://nhadat24h.net.vn/storage/product/10941/409153491-1499664480815525-7911804724822822927-n.jpg, Có," ✅ Nguyễn Chí Thanh 🔥1.88 tỷ 🔥 24m2, 2 phòng - Nhà đẹp đủ đồ, ở luôn", Không,1880000000, 4.5 m,"Đường Nguyễn Chí Thanh, Láng Hạ", Không,"✅ Nguyễn Chí Thanh 🔥1.88 tỷ 🔥 24m2, 2 phòng - Nhà đẹp đủ đồ, ở luôn",0,https://nhadat24h.net.vn/du-an/nguyen-chi-thanh-188-ty-24m2-2-phong-nha-dep-du-do-o-luon/295956, 45 m, 8 m,Láng Hạ,Đống Đa,Hà Nội,Nguyễn Chí Thanh
290, Không,0, MS295959,,None,Tây,0, 106 m,Sổ Đỏ, Không, 18 m,https://nhadat24h.net.vn/storage/product/11117/7c86955862a4cbfa92b5.jpg, Không, Bán lô góc trục chính Shophouse FPT City Đà Nẵng - vị trí hiếm có. LH 0905.31.89.88, Không,4700000000, 10 m,"Đường , Hòa Hải", Không,Bán lô góc trục chính Shophouse FPT City Đà Nẵng - vị trí hiếm có. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-lo-goc-truc-chinh-shophouse-fpt-city-da-nang-vi-tri-hiem-co-lh-0905318988/295959, 106 m, 6 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
291, Không,0, MS295922,,None,Bắc,0, 90 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/11126/9b0b956c97903ece678187jpg-bak-638375456098120161-2.jpg, Không, Mua bán đất nền FPT City Đà Nẵng – Liên hệ 0905.31.89.88, Không,2500000000, 35 m,"Đường Võ Quý Huân, Hòa Hải", Không,Mua bán đất nền FPT City Đà Nẵng – Liên hệ 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/mua-ban-dat-nen-fpt-city-da-nang-lien-he-0905318988/295922, 90 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
292, Không,0, MS295920,,None,,0, 22500 m,Sổ Đỏ, Không, 1 m,https://nhadat24h.net.vn/storage/product/15045/3-56.jpg, Không," Bán Đất Đẹp Vị Trí Đắc Địa Tại Xã Long Đức, Huyện Long Thành, Đồng Nai", Không,40000000000, 12 m,"Đường 14, Long Đức", Không,"Bán Đất Đẹp Vị Trí Đắc Địa Tại Xã Long Đức, Huyện Long Thành, Đồng Nai",0,https://nhadat24h.net.vn/du-an/ban-dat-dep-vi-tri-dac-dia-tai-xa-long-duc-huyen-long-thanh-dong-nai/295920, 22500 m, 1 m,Long Đức,Long Thành,Đồng Nai,None
293, Không,5 pn, MS295915,,PS: TÔI! KHÔNG MUA KHÔNG BÁN CHỈ KHOE HỘ CHỦ NHÀ! VẬY THÔI!,,0, 53 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16811/56389-1.jpg, Có," MỚI 09 2628 5559 Bán Nhà Láng Hạ 36/53T1m², 5 tầng, MT 4m, giá 5.85 tỷ, Ba Đình. Mua liên hệ", Không,5900000000, 29 m,"Đường Láng Hạ, Thành Công", Không,"MỚI 09 2628 5559 Bán Nhà Láng Hạ 36/53T1m², 5 tầng, MT 4m, giá 5.85 tỷ, Ba Đình. Mua liên hệ",0,https://nhadat24h.net.vn/du-an/moi-09-2628-5559-ban-nha-lang-ha-3653t1m2-5-tang-mt-4m-gia-585-ty-ba-dinh-mua-lien-he/295915, 53 m, 4 m,Thành Công,Ba Đình,Hà Nội,Láng Hạ
294, Không,0, MS295954,,Liên hệ chính chủ (sđt&zalo):  033 792 7237 (Ms. Mỹ Liên),,0, 114 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/14463/1-18.jpg, Không," CHÍNH CHỦ BÁN GẤP LÔ ĐẤT Thổ Cư Tại Bình Tấn, Thanh Bình, Đồng Tháp", Không,390000000, 4 m,"Đường Võ Văn Kiệt, Bình Tấn", Không,"CHÍNH CHỦ BÁN GẤP LÔ ĐẤT Thổ Cư Tại Bình Tấn, Thanh Bình, Đồng Tháp",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-gap-lo-dat-tho-cu-tai-binh-tan-thanh-binh-dong-thap/295954, 114 m, 0 m,Bình Tấn,Thanh Bình,Đồng Tháp,None
295, Không,4 pn, MS295914,,PS: TÔI! KHÔNG MUA KHÔNG BÁN CHỈ KHOE HỘ CHỦ NHÀ! VẬY THÔI!,,0, 34 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16812/56389-1.jpg, Có," MỚI 09 2628 5559 Bán Nhà Đội Cấn 34m², 4 tầng, MT 3m, giá 4 tỷ Ba Đình. Mua liên hệ", Không,4000000000, 29 m,"Đường Đội Cấn, Đội Cấn", Không,"MỚI 09 2628 5559 Bán Nhà Đội Cấn 34m², 4 tầng, MT 3m, giá 4 tỷ Ba Đình. Mua liên hệ",0,https://nhadat24h.net.vn/du-an/moi-09-2628-5559-ban-nha-doi-can-34m2-4-tang-mt-3m-gia-4-ty-ba-dinh-mua-lien-he/295914, 34 m, 3 m,Đội Cấn,Ba Đình,Hà Nội,Đội cấn
296, Không,5 pn, MS295912,,PS: TÔI! KHÔNG MUA KHÔNG BÁN CHỈ KHOE HỘ CHỦ NHÀ! VẬY THÔI!,,0, 40 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16804/56389-1.jpg, Có," MỚI 09 2628 5559 Bán Nhà Lạc Long Quân 29/35T1/40T2m², 5 tầng, MT 10.5m, giá 6.5 tỷ Tây Hồ. Mua liên hệ", Không,6500000000, 29 m,"Đường Lạc Long Quân, Xuân La", Không,"MỚI 09 2628 5559 Bán Nhà Lạc Long Quân 29/35T1/40T2m², 5 tầng, MT 10.5m, giá 6.5 tỷ Tây Hồ. Mua liên hệ",0,https://nhadat24h.net.vn/du-an/moi-09-2628-5559-ban-nha-lac-long-quan-2935t140t2m2-5-tang-mt-105m-gia-65-ty-tay-ho-mua-lien-he/295912, 40 m, 10.5 m,Xuân La,Tây Hồ,Hà Nội,Lạc Long Quân
297, Không,2 pn, MS295952,,None,,2 t, 0 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14528/z3509056725618-1c56b699113a553a7d3f827651425aca.jpg, Có," BÁN GẤP CĂN HỘ 3PN EMPIRE CITY THỦ THIÊM GIÁ 20,5 TỶ ALL IN", Không,27000000000, 1 m,"Đường mai Chị thọ, Thủ Thiêm", Không,"BÁN GẤP CĂN HỘ 3PN EMPIRE CITY THỦ THIÊM GIÁ 20,5 TỶ ALL IN",0,https://nhadat24h.net.vn/du-an/ban-gap-can-ho-3pn-empire-city-thu-thiem-gia-205-ty-all-in/295952, 0 m, 0 m,Thủ Thiêm,2,Hồ Chí Minh,None
298, Không,0, MS295955,,None,,0, 5502 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/16612/1a6a1c115a3cf362aa2d-2.jpg, Không, Cần tiền trả nợ bán gấp lô đất gần trung tâm Kon Tum giá tốt, Không,111000000, 6 m,"Đường Hồ Tùng Mậu, Măng Cành", Không,Cần tiền trả nợ bán gấp lô đất gần trung tâm Kon Tum giá tốt,0,https://nhadat24h.net.vn/du-an/can-tien-tra-no-ban-gap-lo-dat-gan-trung-tam-kon-tum-gia-tot/295955, 5502 m, 0 m,Măng Cành,Kon Plông,Kon Tum,Hồ Tùng Mậu
299, Không,0, MS295884,,"- Bán nhà Lương Định Của, phường Kim Liên, Đống Đa, 4.22 tỷ.",,0, 33.7 m,sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/9765/368627377-3710864755801080-2748809808845469936-n.jpg, Không," Đẹp đón Tết, Ô tô tránh 20m, ngõ thông bán nhà Lương Định Của", Không,4220000000, 0 m,"Lương Định Của, Kim Liên, Đống Đa, Hà Nội", Không,"Đẹp đón Tết, Ô tô tránh 20m, ngõ thông bán nhà Lương Định Của",0,https://nhadat24h.net.vn/du-an/dep-don-tet-o-to-tranh-20m-ngo-thong-ban-nha-luong-dinh-cua/295884, 165 m, 0 m,Kim Liên,Đống Đa,Hà Nội,Lương Định Của
300, Không,0, MS295882,,None,Tây,0, 110 m,Sổ Đỏ, Không, 15.5 m,https://nhadat24h.net.vn/storage/product/11128/150d3f7dc88161df3890-2.jpg, Không, Bán lô 2 mặt tiền FPT City ngang 7.2m vị trí VIP. LH 0905.31.89.88, Không,3900000000, 8 m,"Đường , Hòa Hải", Không,Bán lô 2 mặt tiền FPT City ngang 7.2m vị trí VIP. LH 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/ban-lo-2-mat-tien-fpt-city-ngang-72m-vi-tri-vip-lh-0905318988/295882, 110 m, 7.2 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
303, Không,0, MS295872,,#fptcity #fptplaza #rodoland #fptdanang #fptcomplex ,Tây,0, 153 m,Sổ Đỏ, Không, 17.8 m,https://nhadat24h.net.vn/storage/product/11149/8bf8cd11cbec62b23bfd35-1.jpg, Không, HIẾM CÓ: Đất FPT 2 mặt tiền ngang 9m giá chỉ 6.2 tỷ. Liên hệ: 0905.31.89.88, Không,6200000000, 8 m,"Đường , Hòa Hải", Không,HIẾM CÓ: Đất FPT 2 mặt tiền ngang 9m giá chỉ 6.2 tỷ. Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/hiem-co-dat-fpt-2-mat-tien-ngang-9m-gia-chi-62-ty-lien-he-0905318988/295872, 153 m, 9 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
304, Có,3 pn, MS295876,,None,Tây Nam,3 t, 32 m,Sổ Hồng, Có, 9 m,https://nhadat24h.net.vn/storage/product/7977/1-15.jpg, Có," CHỈ XÍU 5TỶ-Vị trí Siêu Đẹp Vĩnh Viễn-Ngô Quyền khu Sầm uất QUẬN 10, Chỉ 1 Căn Ra Mặt Tiền", Không,5450000000, 5 m,"Đường Ngô Quyền, 6", Không,"CHỈ XÍU 5TỶ-Vị trí Siêu Đẹp Vĩnh Viễn-Ngô Quyền khu Sầm uất QUẬN 10, Chỉ 1 Căn Ra Mặt Tiền",0,https://nhadat24h.net.vn/du-an/chi-xiu-5ty-vi-tri-sieu-dep-vinh-vien-ngo-quyen-khu-sam-uat-quan-10-chi-1-can-ra-mat-tien/295876, 32 m, 3.5 m,06,10,Hồ Chí Minh,Ngô Quyền
305, Có,3 pn, MS295879,,[HXHQ105NINHKGP],,6 t, 50 m,Sổ Đỏ, Có, 15 m,https://nhadat24h.net.vn/storage/product/14620/ban-nha-hxh-quan-10-50m2-no-hau-3-tang.jpg, Có, [BAO ĐẦU TƯ] Bán nhà HXH Quận 10 50m2 nở hậu 3 tầng 6PN mặt tiền kinh doanh chỉ 5 tỷ, Không,5000000000, 6 m,"Đường Lý Thái Tổ, 10", Không,[BAO ĐẦU TƯ] Bán nhà HXH Quận 10 50m2 nở hậu 3 tầng 6PN mặt tiền kinh doanh chỉ 5 tỷ,0,https://nhadat24h.net.vn/du-an/bao-dau-tu-ban-nha-hxh-quan-10-50m2-no-hau-3-tang-6pn-mat-tien-kinh-doanh-chi-5-ty/295879, 50 m, 4 m,10,10,Hồ Chí Minh,Lý Thái Tổ
306, Không,0, MS295877,,#fptcity #fptplaza #rodoland #fptdanang #fptcomplex ,Tây,0, 153 m,Sổ Đỏ, Không, 17.8 m,https://nhadat24h.net.vn/storage/product/11149/8bf8cd11cbec62b23bfd35-2.jpg, Không, SỐC: Giảm 1 tỷ bán nhanh lô FPT 2 mặt tiền 153.6m2 (9mx17.8m). Liên hệ: 0905.31.89.88, Không,6200000000, 8 m,"Đường , Hòa Hải", Không,SỐC: Giảm 1 tỷ bán nhanh lô FPT 2 mặt tiền 153.6m2 (9mx17.8m). Liên hệ: 0905.31.89.88,0,https://nhadat24h.net.vn/du-an/soc-giam-1-ty-ban-nhanh-lo-fpt-2-mat-tien-1536m2-9mx178m-lien-he-0905318988/295877, 153 m, 9 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,An Bắc 4
308, Có,0, MS295870,,None,,1 t, 30 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16822/e0192f5a52b9fbe7a2a81.jpg, Có, Bán căn hộ Studio GH5.25-01 Glory Heights nằm ở trung tâm Đại đô thị Vinhomes Grand Park, Không,1796000000, 1 m,"Đường 1, Long Thạnh Mỹ", Không,Bán căn hộ Studio GH5.25-01 Glory Heights nằm ở trung tâm Đại đô thị Vinhomes Grand Park,0,https://nhadat24h.net.vn/du-an/ban-can-ho-studio-gh525-01-glory-heights-nam-o-trung-tam-dai-do-thi-vinhomes-grand-park/295870, 30 m, 0 m,Long Thạnh Mỹ,9,Hồ Chí Minh,None
