address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Đường Lạc Long Quân ,                                                  Phường Xuân La ,                                                  Quận Tây Hồ ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS293478, 112 m,Nhà cấp 4 nên ko có gì để mô tả nhiều," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 112 m, Sổ Đỏ, Có, 28 m,https://nhadat24h.net.vn/storage/product/16634/20230628-164654-1687946526130.jpg, Có, Bán Đất Mặt Phố Lạc Long Quân Quận Tây Hồ. 112m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Thanh Khoản Nhanh Giá Chốt Bất Ngờ. 5020, Không," 

                                                                                                13.6
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Lạc Long Quân, Xuân La
                                            ", Không,Bán Đất Mặt Phố Lạc Long Quân Quận Tây Hồ. 112m Nhỉnh 13 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Thanh Khoản Nhanh Giá Chốt Bất Ngờ. 5020,0,https://nhadat24h.net.vn/du-an/ban-dat-mat-pho-lac-long-quan-quan-tay-ho-112m-nhinh-13-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-thanh-khoan-nhanh-gia-chot-bat-ngo-5020/293478, 112 m, 4 m
" 
                                                 Đường Lạc Long Quân ,                                                  Phường Xuân La ,                                                  Quận Tây Hồ ,                                                   Thành phố Hà Nội                                              ", Có, 5, MS293479, 72 m,Nhà 4 ngủ tầng 1 gara ô tô," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 72 m, Sổ Đỏ, Có, 16.7 m,https://nhadat24h.net.vn/storage/product/16634/fb-img-1680441025919-1680441476995.jpg, Có, Bán Nhà Phố Lạc Long Long Quận Quận Tây Hồ. 72m Xây 5 Tầng Mặt Tiền 4.3m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. Giá Chốt Linh Động. 5021, Không," 

                                                                                                10.6
                                                                                                Tỷ                                            ", 11 m," 
                                                Đường Lạc Long Quân, Xuân La
                                            ", Không,Bán Nhà Phố Lạc Long Long Quận Quận Tây Hồ. 72m Xây 5 Tầng Mặt Tiền 4.3m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Bán. Giá Chốt Linh Động. 5021,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-lac-long-long-quan-quan-tay-ho-72m-xay-5-tang-mat-tien-43m-nhinh-10-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-ban-gia-chot-linh-dong-5021/293479, 72 m, 4.3 m
" 
                                                 Đường Lạc Long Quân ,                                                  Phường Xuân La ,                                                  Quận Tây Hồ ,                                                   Thành phố Hà Nội                                              ", Có, 3, MS293483, 72 m,"Sổ đỏ hoa hậu, sẵn sàng giao dịch ngay."," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 72 m, Sổ Đỏ, Có, 8.7 m,https://nhadat24h.net.vn/storage/product/16634/z4854982102439-8a179009a1e784ba9c22b6911d29e06b.jpg, Có, Bán Nhà Phố Lạc Long Quân Quận Tây Hồ. 72m Mặt Tiền 8.2m Nhỉnh 11 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Chia Tiền Cho Con Cháu. 5022, Không," 

                                                                                                11.6
                                                                                                Tỷ                                            ", 15 m," 
                                                Đường Lạc Long Quân, Xuân La
                                            ", Không,Bán Nhà Phố Lạc Long Quân Quận Tây Hồ. 72m Mặt Tiền 8.2m Nhỉnh 11 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Chia Tiền Cho Con Cháu. 5022,0,https://nhadat24h.net.vn/du-an/ban-nha-pho-lac-long-quan-quan-tay-ho-72m-mat-tien-82m-nhinh-11-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-gap-chia-tien-cho-con-chau-5022/293483, 72 m, 8.2 m
" 
                                                 Quốc lộ 1A ,                                                  Phường Ngọc Thụy ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Không, 4, MS293486, 45 m,Lh: Mr Bắc để biết thêm chi tiết," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 45 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14624/image-picker-1b3002c6-5daa-4f5f-b6fc-0815ffcff5fb-62616-00000b85dfea51ab.jpg, Có, HIẾM HÓT Ngọc Thuỵ 45mv  4 tâng  --3.5 tỷ, Không," 

                                                                                                3.5
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường 1, Ngọc Thụy
                                            ", Không,HIẾM HÓT Ngọc Thuỵ 45mv  4 tâng  --3.5 tỷ,0,https://nhadat24h.net.vn/du-an/hiem-hot-ngoc-thuy-45mv-4-tang-35-ty/293486, 45 m, 0 m
" 
                                                 Đường Trần Đình Xu ,                                                  Phường Cầu Kho ,                                                  Quận 1 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS293487, 87 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 87 m, Sổ Hồng, Có, 21.8 m,https://nhadat24h.net.vn/storage/product/14377/qqq1.jpg, Có," Hẻm Vip, Vị Trí Đẹp, Giá Rẻ, Siêu Mềm, Khu Vực Quận 1, Đường Trần Đình Xu", Không," 

                                                                                                19.89
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Trần Đình Xu, Cầu Kho
                                            ", Không,"Hẻm Vip, Vị Trí Đẹp, Giá Rẻ, Siêu Mềm, Khu Vực Quận 1, Đường Trần Đình Xu",0,https://nhadat24h.net.vn/du-an/hem-vip-vi-tri-dep-gia-re-sieu-mem-khu-vuc-quan-1-duong-tran-dinh-xu/293487, 87 m, 4 m
" 
                                                 Đường Tân Thới Nhất ,                                                  Phường Tân Thới Nhất ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 1, MS293494, 100 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 100 m, Sổ Hồng, Có, 24 m,https://nhadat24h.net.vn/storage/product/15330/t680t79h1.jpg, Có, MẶT TIỀN KINH DOANH TÂN THỚI NHẤT- ĐƯỜNG NHỰA 12M- 100M2 - GẦN QUỐC LỘ 1A - CHỈ HƠN 5 TỶ., Không," 

                                                                                                5.1
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Tân Thới Nhất, Tân Thới Nhất
                                            ", Không,MẶT TIỀN KINH DOANH TÂN THỚI NHẤT- ĐƯỜNG NHỰA 12M- 100M2 - GẦN QUỐC LỘ 1A - CHỈ HƠN 5 TỶ.,0,https://nhadat24h.net.vn/du-an/mat-tien-kinh-doanh-tan-thoi-nhat-duong-nhua-12m-100m2-gan-quoc-lo-1a-chi-hon-5-ty/293494, 100 m, 5.2 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Không, 4, MS293493, 45 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 45 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/7286/z4968228819880-eb9c49886d1952b13a0aa2fa162ebc78.jpg, Có," BÁN CĂN NHÀ GẦN HỌC VIỆN TÀI CHÍNH - BẮC TỪ LIÊM - DT45M2 , MT3,8m- 4 TẦNG - GIÁ 4 TỶ", Không," 

                                                                                                4
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Văn Hội, Đức Thắng
                                            ", Không,"BÁN CĂN NHÀ GẦN HỌC VIỆN TÀI CHÍNH - BẮC TỪ LIÊM - DT45M2 , MT3,8m- 4 TẦNG - GIÁ 4 TỶ",0,https://nhadat24h.net.vn/du-an/ban-can-nha-gan-hoc-vien-tai-chinh-bac-tu-liem-dt45m2-mt38m-4-tang-gia-4-ty/293493, 45 m, 3.8 m
" 
                                                 Đường Trường Sa ,                                                  Phường 13 ,                                                  Quận Phú Nhuận ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS293491, 33 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 33 m, Sổ Hồng, Có, 8 m,https://nhadat24h.net.vn/storage/product/14894/306990435-614194153497353-461566886032817658-n.jpg, Có," Bán Nhà Mới Đẹp 4 Tầng Trường Sa QPN- 4,2 x 8m- Sổ Nở Hậu- Gần MT Kênh Nhiêu Lộc- Giảm Chỉ 5,89 Tỷ", Không," 

                                                                                                5.89
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Trường Sa, 13
                                            ", Không,"Bán Nhà Mới Đẹp 4 Tầng Trường Sa QPN- 4,2 x 8m- Sổ Nở Hậu- Gần MT Kênh Nhiêu Lộc- Giảm Chỉ 5,89 Tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-moi-dep-4-tang-truong-sa-qpn-42-x-8m-so-no-hau-gan-mt-kenh-nhieu-loc-giam-chi-589-ty/293491, 33 m, 4.2 m
" 
                                                 Đường Nguyễn Ảnh Thủ ,                                                  Phường Hiệp Thành ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS293495, 149 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 13, 149 m, Sổ Đỏ, Có, 29 m,https://nhadat24h.net.vn/storage/product/2953/20220330-161351-scaled.jpg, Có," Bán Nhà Hẻm Xe Tải 5m, DT 150m2, 13 Phòng, 13 WC - Vị Trí Đắc Địa, Nguyễn Ảnh Thủ, Quận 12", Không," 

                                                                                                5.95
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Nguyễn Ảnh Thủ, Hiệp Thành
                                            ", Không,"Bán Nhà Hẻm Xe Tải 5m, DT 150m2, 13 Phòng, 13 WC - Vị Trí Đắc Địa, Nguyễn Ảnh Thủ, Quận 12",0,https://nhadat24h.net.vn/du-an/ban-nha-hem-xe-tai-5m-dt-150m2-13-phong-13-wc-vi-tri-dac-dia-nguyen-anh-thu-quan-12/293495, 149 m, 5 m
" 
                                                                                                 Phường Hiệp Phú ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS293500, 65 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 65 m, Sổ Đỏ, Có, 13 m,https://nhadat24h.net.vn/storage/product/16778/z4682385172704-3a3362118bcb4bed885147d0838e8c12.jpg, Có," 4.8 TỶ BÁN GẤP CĂN NHÀ 4 TẦNG CÓ THANG MÁY 5*13 65M2 , XE HƠI NGỦ TRONG NHÀ, LÊ VĂN VIỆT, TP Thủ Đức", Không," 

                                                                                                4.8
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Tân Lập 1, Hiệp Phú
                                            ", Không,"4.8 TỶ BÁN GẤP CĂN NHÀ 4 TẦNG CÓ THANG MÁY 5*13 65M2 , XE HƠI NGỦ TRONG NHÀ, LÊ VĂN VIỆT, TP Thủ Đức",0,https://nhadat24h.net.vn/du-an/48-ty-ban-gap-can-nha-4-tang-co-thang-may-513-65m2-xe-hoi-ngu-trong-nha-le-van-viet-tp-thu-duc/293500, 65 m, 5 m
" 
                                                                                                 Phường Tam Bình ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS293502, 50 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 50 m, Sổ Đỏ, Có, 13 m,https://nhadat24h.net.vn/storage/product/16778/z4682385170715-c1014d44b68e31266f970802c65a9093.jpg, Có," TAM BÌNH - NHÀ NHỎ XINH HIỆN ĐẠI, TẶNG TOÀN BỘ NỘI THẤT CAO CẤP 50m2 3 TỶ", Không," 

                                                                                                3
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Tô Ngọc Vân, Tam Bình
                                            ", Không,"TAM BÌNH - NHÀ NHỎ XINH HIỆN ĐẠI, TẶNG TOÀN BỘ NỘI THẤT CAO CẤP 50m2 3 TỶ",0,https://nhadat24h.net.vn/du-an/tam-binh-nha-nho-xinh-hien-dai-tang-toan-bo-noi-that-cao-cap-50m2-3-ty/293502, 50 m, 4 m
" 
                                                 Đường Cát Linh ,                                                  Phường Tràng Cát ,                                                  Quận Hải An ,                                                   Thành phố Hải Phòng                                              ", Không, 0, MS293492, 45 m,LH 0365046999," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 45 m, Sổ Hồng, Không, 11 m,https://nhadat24h.net.vn/storage/product/16845/z4279273206317-2d80d7141ffc4e16b85cd5ffeb09c5d5.jpg, Không," Cần bán gấp lô đất 54m² ngõ 3m tại 312 Cát Linh, Tràng Cát, Hải An.", Không," 

                                                                                                864
                                                                                                Triệu                                            ", 2.5 m," 
                                                Đường Cát Linh, Tràng Cát
                                            ", Không,"Cần bán gấp lô đất 54m² ngõ 3m tại 312 Cát Linh, Tràng Cát, Hải An.",0,https://nhadat24h.net.vn/du-an/can-ban-gap-lo-dat-54m2-ngo-3m-tai-312-cat-linh-trang-cat-hai-an/293492, 45 m, 4 m
" 
                                                 Phố Đông Tác ,                                                  Phường Kim Liên ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 3, MS293480, 116 m,Chủ nhà rất thiện chí giá chốt bất ngờ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 116 m, Sổ Đỏ, Có, 20.7 m,https://nhadat24h.net.vn/storage/product/16635/20230802-143357-1691559783382.jpg, Có, Bán Đất Tặng Nhà Phố Đông Tác Quận Đống Đa. 116m Mặt Tiền 5.6m Nhỉnh 11 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Thanh Khoản Nhanh. 5499, Không," 

                                                                                                11.3
                                                                                                Tỷ                                            ", 7 m," 
                                                Đường Đông Tác, Kim Liên
                                            ", Không,Bán Đất Tặng Nhà Phố Đông Tác Quận Đống Đa. 116m Mặt Tiền 5.6m Nhỉnh 11 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Thanh Khoản Nhanh. 5499,0,https://nhadat24h.net.vn/du-an/ban-dat-tang-nha-pho-dong-tac-quan-dong-da-116m-mat-tien-56m-nhinh-11-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-can-thanh-khoan-nhanh-5499/293480, 116 m, 5.6 m
" 
                                                 Đường Hoàng Văn Thụ ,                                                  Phường 08 ,                                                  Quận Phú Nhuận ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 6, MS293501, 127 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 17, 127 m, Sổ Hồng, Có, 16.5 m,https://nhadat24h.net.vn/storage/product/3683/ban-can-ho-dich-vu-duong-hoang-van-thu-phuong-8-quan-phu-nhuan-0866067089-5.jpg, Có," PN. CHDV 16P & 1MB K.Doanh đường Hoàng Văn Thụ, TN 87 triệu/th. Nhà 6T có TM.", Không," 

                                                                                                18.45
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Hoàng Văn Thụ, 8
                                            ", Không,"PN. CHDV 16P & 1MB K.Doanh đường Hoàng Văn Thụ, TN 87 triệu/th. Nhà 6T có TM.",0,https://nhadat24h.net.vn/du-an/pn-chdv-16p-1mb-kdoanh-duong-hoang-van-thu-tn-87-trieuth-nha-6t-co-tm/293501, 127 m, 9.3 m
" 
                                                                                                 Phường Hiệp Bình Chánh ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS293498, 92 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 92 m, Sổ Hồng, Có, 16.5 m,https://nhadat24h.net.vn/storage/product/16053/1-6.jpg, Có, HẺM XE HƠI - NGAY PHẠM VĂN ĐỒNG - QL13 - Hiệp Bình Chánh - NHÀ ĐẸP Ở NGAY, Không," 

                                                                                                8.8
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Phạm Văn Đồng, Hiệp Bình Chánh
                                            ", Không,HẺM XE HƠI - NGAY PHẠM VĂN ĐỒNG - QL13 - Hiệp Bình Chánh - NHÀ ĐẸP Ở NGAY,0,https://nhadat24h.net.vn/du-an/hem-xe-hoi-ngay-pham-van-dong-ql13-hiep-binh-chanh-nha-dep-o-ngay/293498, 92 m, 5.6 m
" 
                                                 Đường Nguyễn Văn Đậu ,                                                  Phường 05 ,                                                  Quận Bình Thạnh ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 5, MS293477, 44 m, ☎️ 0909190633 zalo liên hệ xem nhà.," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 44 m, Sổ Hồng, Có, 5 m,https://nhadat24h.net.vn/storage/product/14156/409406715-7445593895460454-6569278474938549026-n.jpg, Có, ___  SIÊU PHẨM NGUYỄN VĂN ĐẬU PHƯỜNG 5 QUẬN BÌNH THẠNH. ___, Không," 

                                                                                                5.999
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Nguyễn Văn Đậu, 5
                                            ", Không,___  SIÊU PHẨM NGUYỄN VĂN ĐẬU PHƯỜNG 5 QUẬN BÌNH THẠNH. ___,0,https://nhadat24h.net.vn/du-an/sieu-pham-nguyen-van-dau-phuong-5-quan-binh-thanh/293477, 44 m, 8 m
" 
                                                 Quốc lộ 1A ,                                                  Phường Ngọc Thụy ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Không, 3, MS293470, 121 m,Lh: Mr Bắc để biết thêm chi tiết," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 121 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/14624/image-picker-88e9fa0f-7ca6-483b-8ff6-6be871e3f811-63949-0000330a5b6a5dde.jpg, Có," BIỆT THỰ SÂN VƯỜN 
Bắc Cầu 121MV  3 TẦNG -4.3 tỷ", Không," 

                                                                                                4.3
                                                                                                Tỷ                                            ", 4 m," 
                                                Đường 1, Ngọc Thụy
                                            ", Không,"BIỆT THỰ SÂN VƯỜN 
Bắc Cầu 121MV  3 TẦNG -4.3 tỷ",0,https://nhadat24h.net.vn/du-an/biet-thu-san-vuon-bac-cau-121mv-3-tang-43-ty/293470, 121 m, 0 m
" 
                                                 Đường Nguyễn Duy Cung ,                                                  Phường 12 ,                                                  Quận Gò Vấp ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS293471, 46 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 46 m, Sổ Hồng, Có, 14 m,https://nhadat24h.net.vn/storage/product/16645/z4968218693644-f2cd2203116e08b71db149c4abace4b0.jpg, Có, - Nhà đẹp Gò vấp HXH 5m DT46m2 _ 4 tầng giá chỉ nhỉnh 4 tỷ                                 _ NguyỄn Duy Cung _phường 12 _ Gò vấp, Không," 

                                                                                                4.7
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Nguyễn Duy Cung, 12
                                            ", Không,- Nhà đẹp Gò vấp HXH 5m DT46m2 _ 4 tầng giá chỉ nhỉnh 4 tỷ                                 _ NguyỄn Duy Cung _phường 12 _ Gò vấp,0,https://nhadat24h.net.vn/du-an/nha-dep-go-vap-hxh-5m-dt46m2-4-tang-gia-chi-nhinh-4-ty-nguyen-duy-cung-phuong-12-go-vap/293471, 46 m, 3.5 m
" 
                                                 Phố Quan Nhân ,                                                  Phường Nhân Chính ,                                                  Quận Thanh Xuân ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS293463, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 50 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/12657/14543quannhan.jpg, Có," Cần Bán nhà Phố Quan Nhân full NỘI THẤT 50m 4Tg MT 4m hơn 6,5 tỷ LHCC.", Không," 

                                                                                                6.5
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Quan Nhân, Nhân Chính
                                            ", Không,"Cần Bán nhà Phố Quan Nhân full NỘI THẤT 50m 4Tg MT 4m hơn 6,5 tỷ LHCC.",0,https://nhadat24h.net.vn/du-an/can-ban-nha-pho-quan-nhan-full-noi-that-50m-4tg-mt-4m-hon-65-ty-lhcc/293463, 50 m, 4 m
" 
                                                 Phố Quan Nhân ,                                                  Phường Nhân Chính ,                                                  Quận Thanh Xuân ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS293461, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 50 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/12655/14543quannhan.jpg, Có," Cần Bán nhà Phố Quan Nhân full NỘI THẤT 50m 4Tg MT 4m hơn 6,5 tỷ LHCC.", Không," 

                                                                                                6.5
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Quan Nhân, Nhân Chính
                                            ", Không,"Cần Bán nhà Phố Quan Nhân full NỘI THẤT 50m 4Tg MT 4m hơn 6,5 tỷ LHCC.",0,https://nhadat24h.net.vn/du-an/can-ban-nha-pho-quan-nhan-full-noi-that-50m-4tg-mt-4m-hon-65-ty-lhcc/293461, 50 m, 4 m
" 
                                                 Đường Văn Khê ,                                                  Phường La Khê ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS293456, 50 m,"- Không tiếp Mg, trung gian."," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 50 m, Sổ Đỏ, Có, 0.12 m,https://nhadat24h.net.vn/storage/product/16600/image-picker-6ff95dd4-652e-4430-a1c0-0444ea358505-5369-0000384ce15e9a6b.jpg, Có," SIÊU PHẨM 6 tầng thang máy Kinh doanh KĐT Văn Khê  chỉ 8,9 tỷ. Gọi ngay Công Nhà Tuyển Hà Đông", Không," 

                                                                                                8.9
                                                                                                Tỷ                                            ", 7 m," 
                                                Đường Văn Khê, La Khê
                                            ", Không,"SIÊU PHẨM 6 tầng thang máy Kinh doanh KĐT Văn Khê  chỉ 8,9 tỷ. Gọi ngay Công Nhà Tuyển Hà Đông",0,https://nhadat24h.net.vn/du-an/sieu-pham-6-tang-thang-may-kinh-doanh-kdt-van-khe-chi-89-ty-goi-ngay-cong-nha-tuyen-ha-dong/293456, 50 m, 4 m
" 
                                                 Đường Hồ Văn Chương ,                                                  Phường Hàng Bột ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS293462, 33 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 33 m, Sổ Đỏ, Có, 6 m,https://nhadat24h.net.vn/storage/product/12660/85hvchuong5.jpg, Có," Mặt Hồ Văn Chương siêu hiếm ôtô đỗ ngày đêm  KD vô đối 33m 6Tg MT 4,2m hơn 9 tỷ LHCC.", Không," 

                                                                                                9.5
                                                                                                Tỷ                                            ", 8 m," 
                                                Đường Hồ Văn Chương, Hàng Bột
                                            ", Không,"Mặt Hồ Văn Chương siêu hiếm ôtô đỗ ngày đêm  KD vô đối 33m 6Tg MT 4,2m hơn 9 tỷ LHCC.",0,https://nhadat24h.net.vn/du-an/mat-ho-van-chuong-sieu-hiem-oto-do-ngay-dem-kd-vo-doi-33m-6tg-mt-42m-hon-9-ty-lhcc/293462, 33 m, 4.2 m
" 
                                                 Phố Mai Anh Tuấn ,                                                  Phường Ô Chợ Dừa ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS293447, 44 m,"Sổ đẹp, nở hậu, sẵn sàng giao dịch ngay."," 
                                                                                                            Không xác định
                                                    
                                                ", 6, 44 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/16635/img-1685630596206-1685630602282-1685630621351.jpg, Có, Bán Nhà Mặt Phố Mai Anh Tuấn Quận Đống Đa. Sổ 44m Thực tế 63m Xây 6 Tầng Mặt Tiền 4m Nhỉnh 19 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Bán Nhanh. 5374, Không," 

                                                                                                19.5
                                                                                                Tỷ                                            ", 21 m," 
                                                Đường Mai Anh Tuấn, Ô Chợ Dừa
                                            ", Không,Bán Nhà Mặt Phố Mai Anh Tuấn Quận Đống Đa. Sổ 44m Thực tế 63m Xây 6 Tầng Mặt Tiền 4m Nhỉnh 19 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Thiện Chí Cần Bán Nhanh. 5374,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-mai-anh-tuan-quan-dong-da-so-44m-thuc-te-63m-xay-6-tang-mat-tien-4m-nhinh-19-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-thien-chi-can-ban-nhanh-5374/293447, 44 m, 4 m
" 
                                                                                                 Phường Hiệp Bình Chánh ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS293421, 60 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 60 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/16439/ban-nha-mat-tien-hiep-binh-chanh-60-m2-6-1.jpg, Có, Bán nhà mặt tiền xe hơi đường số 53_Hiệp Bình Chánh_Thủ Đức_60m2_Giá chỉ nhỉnh 5 tỷ, Không," 

                                                                                                5.3
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường 53, Hiệp Bình Chánh
                                            ", Không,Bán nhà mặt tiền xe hơi đường số 53_Hiệp Bình Chánh_Thủ Đức_60m2_Giá chỉ nhỉnh 5 tỷ,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-xe-hoi-duong-so-53-hiep-binh-chanh-thu-duc-60m2-gia-chi-nhinh-5-ty/293421, 60 m, 5 m
" 
                                                 Phố Vũ Ngọc Phan ,                                                  Phường Láng Hạ ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS293416, 52 m,Pháp lý sổ đỏ chính chủ cất két," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 52 m, Sổ Đỏ, Có, 12.38 m,https://nhadat24h.net.vn/storage/product/11106/a-1684245575580.jpg, Có, Bán Đất Phố Vũ Ngọc Phan Quận Đống Đa. 52m Mặt Tiền 4.2m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Lo Việc gia Đình. 5474, Không," 

                                                                                                10.2
                                                                                                Tỷ                                            ", 9 m," 
                                                Đường Vũ Ngọc Phan, Láng Hạ
                                            ", Không,Bán Đất Phố Vũ Ngọc Phan Quận Đống Đa. 52m Mặt Tiền 4.2m Nhỉnh 10 Tỷ. Cam Kết Ảnh Thật Mô Tả Chính Xác. Chủ Cần Bán Gấp Lo Việc gia Đình. 5474,0,https://nhadat24h.net.vn/du-an/ban-dat-pho-vu-ngoc-phan-quan-dong-da-52m-mat-tien-42m-nhinh-10-ty-cam-ket-anh-that-mo-ta-chinh-xac-chu-can-ban-gap-lo-viec-gia-dinh-5474/293416, 52 m, 4.2 m
